Track Name,Artist Name,URI,Lyrics
BABY SAID,Måneskin,spotify:track:2KReCz1L5XkGIBhDncQ5VZ,"[""Tell me 'bout your dream vacation"", 'And all of your ex lovers', ""Tell me now, what's that look on your face?"", 'She puts her hand on my lips', 'Begging, ""Please end this conversation""', 'Baby said, ""When you\'re talkin\' I go dead', 'Shut your mouth, give me your head""', 'Uh-uh, uh, uh, know you really want to', 'Baby said, ""Let me taste your silhouette', 'You can talk between my legs""', 'Uh-uh, uh, uh, know you really want to', ""Tell me what's your favorite color"", 'And all of your ambitions', ""I'm not afraid of you being vulgar"", 'But why are you so vicious?', ""Tell me now, what's that look on your face?"", 'She puts her hand on my lips', 'Begging, ""Please end this conversation""', 'Baby said, ""When you\'re talkin\' I go dead', 'Shut your mouth, give me your head""', 'Uh-uh, uh, uh, know you really want to', 'Baby said, ""Let me taste your silhouette', 'You can talk between my legs""', 'Uh-uh, uh, uh, know you really want to', ""I was runnin' and runnin' and runnin' and runnin' and runnin' after you"", ""I was runnin' and runnin' and runnin' and runnin' and runnin' after you"", ""I was cryin' and lovin' while you were just cummin' and howlin' at the moon"", ""Yeah, you were runnin' and runnin' and runnin' away from this conversation"", 'Baby said, ""When you\'re talkin\' I go dead', 'Shut your mouth, give me your head""', 'Uh-uh, uh, uh, know you really want to', 'Baby said, ""Let me taste your silhouette', 'You can talk between my legs""', 'Uh-uh, uh, uh, know you really want to (Go!)', ""I wish she didn't, but my baby said"", ""I wish she didn't, but my baby said"", ""I wish she didn't, but my baby said""]"
Hold Me Like a Grudge,Fall Out Boy,spotify:track:7u2nN6yhi4SfFyMHLE032Q,"[""Who am I dialing tonight? That's a bummer"", 'Thaw out my freezer burn feelings for twenty summers', ""I'm just a cherub riding comets through the night sky"", 'Screaming at the stars like night lights', 'And I love my life, love my life', 'Running middle fingers through the red lights', ""And I guess I'm getting older 'cause I'm less pissed"", ""When I can't get onto the guest list"", 'To the end of the world, the end of the world', 'Fever-dream tangerine sweat', 'When I get down, down', 'Silent killers are these years coming like waves', '(You put the ""fun"" into dysfunction)', 'Hold me, hold me like a grudge', ""The world is always spinning, and I can't keep up, woah"", ""Faster and faster, can't do it on my own"", 'Part-time soulmate, full-time problem, yeah', 'So, hold me like a grudge', 'Hold me like a grudge, yeah, yeah', 'Hold me like a grudge', 'Hold me like a grudge', 'I guess, somehow, we made it back', 'And with a few dreams of ours still intact', 'I am a diamond on the inside, just add the pressure', ""Know it's inside me but I got no map to my own treasure"", ""I'm just a cherub riding comets through the night sky"", 'Screaming at the stars like night lights', 'And I love my life, love my life', 'Running middle fingers through the red lights', ""And I guess I'm getting older 'cause I'm less pissed"", ""We didn't make to your year-end best list"", 'Not the end of the world, the end of the world', 'Fever-dream tangerine sweat', 'When I get down, down', 'Silent killers are these years coming like waves', '(You put the ""fun"" into dysfunction)', 'Hold me, hold me like a grudge', ""The world is always spinning, and I can't keep up, woah"", ""Faster and faster, can't do it on my own"", 'Part-time soulmate, full-time problem, yeah', 'So, hold me like a grudge', 'Hold me like a grudge, yeah, yeah', 'Hold me like a grudge', 'Hold me like a grudge', 'I thought I knew better, I thought it would get better', 'I figured somehow by now, I would have got it together', 'And if you put your, put your heart in it, heart in it', ""Then we'll do more than just get by together, yeah"", 'Call you up and demand, you have no fun without me', ""I'm like a storm on the horizon, storm on the horizon"", '(You put the ""fun"" into dysfunction)', 'Hold me, hold me like a grudge', ""The world is always spinning, and I can't keep up, woah"", ""Faster and faster, can't do it on my own"", 'Part-time soulmate, full-time problem, yeah', 'Hold me like a grudge', 'Hold me like a grudge (Hold me), yeah, yeah', 'Hold me like a grudge (Hold me, hold)', 'Hold me like a grudge (Hold me like a)']"
Emotion Sickness,Queens of the Stone Age,spotify:track:0qhGOjVl3uY2N6CAafVmCa,"['A dose of emotion sickness', ""I just can't shake"", 'Then my fever broke', 'You got no possessions, just your flesh on, yeah', 'See the sights, Holy Braille, feel as you might', 'Ah, rip some pieces free', 'Oh, atrocious, f-ferocious, yeah', 'Check the price, alibi, buy by the slice', 'Yeah, absolutely', ""Don't care for me"", ""Baby don't care for me"", 'Had to let her go, oh', ""Baby don't care for me"", ""Baby don't care for me"", 'Had to let her go, oh', 'Yeah', 'Oh, gonna vacuum all the perfume, yeah', 'Hit the lights, keep your shit outta sight', ""No, it's givin' me the creeps"", 'Wanna chew gum, go on, get some, yeah', ""Put up a fight, well, let's have it right now"", ""Baby don't care for me"", ""Baby don't care for me"", 'Had to let her go, oh', 'People come and go on the breeze', 'For a whole life? Possibly', ""I don't really know, oh"", 'A flick of the switch', 'So smooth and clean', 'How we grow is so painful', 'Believe you me', 'Then my fever broke', 'Then my fever broke', 'Then my fever broke', ""Baby don't care for me"", ""Baby don't care for me"", 'Had to let her go, oh', 'People come and go on the breeze', 'For a whole life? Possibly', ""I don't really know, oh"", ""Baby don't care for me"", ""Baby don't care for me"", 'Had to let her go, oh', 'People come and go on the breeze', 'For a whole life? Possibly']"
Bogus Operandi,The Hives,spotify:track:1TJmuC4kMe1ewZdybH159I,"['I go to work', '(Like I say, like I say, like I say, like I say)', ""I'm never coming"", 'You never feel adored', '(Like I say, like I say, like I say, like I say)', 'I told ya, you mend it', 'Bogus operandi', 'My motive’s so handy', 'Nothing but bogus operandi, yeah', 'Foul play, DNA', 'That is to say', '(Like I say, like I say, like I say, like I say)', 'My personality is rotten all the way', '(Like I say, like I say, like I say, like I say)', 'Mmm, stand to the side when my shit starts wrecking', ""You're gonna think you gone blind"", ""I only need a moment, a moment's come around"", ""You're gonna think you gone blind"", 'I told ya, you mend it', 'Bogus operandi', 'My motive’s so handy', 'Nothing but bogus operandi, yeah', 'Nothing but bogus operandi, yeah', ""You're gonna die"", 'Like I say, like I say', 'Like I say, like I say, like I-', 'Say', 'Well like I say, like I say, like I say, like I say (come on!)', 'Well like I say, like I say, like I say, like I say', 'I told ya, you mend it (well like I say, like I say, like I say, like I say)', 'Bogus operandi', 'My motive’s so handy (well like I say, like I say, like I say, like I say)', 'Nothing but bogus operandi, yeah', 'Nothing but bogus operandi, yeah', 'Nothing but bogus operandi, yeah', 'Nothing but bogus operandi, yeah']"
Hollywood Baby,100 gecs,spotify:track:0oigSejhoNen2EdNAIFcm5,"['Did you get the payment? We had an arrangement', ""We don't wanna watch the news,\u205fwe\u205fjust\u205fread statements"", 'Do you\u205fwanna party? Malibu\u205fBarbie', 'Are you gonna pack that shit up when it all comes tumbling down?', 'Do you wanna party? Malibu Barbie', 'Are you gonna pack that shit up when it all comes tumbling down?', 'So go pitch your fit, no one gives a shit', 'Better off if you just get over it', ""I'm going crazy"", 'Little tiny Hollywood baby', 'Brand new Mercedes', ""I've been at the crib going crazy"", 'Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh', 'Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh', 'Are you looking down a mountain?', ""What you crying 'bout, crying 'bout, crying 'bout now?"", 'Do you buckle under pressure?', 'Go tumbling, tumbling, tumbling down', 'So go pitch your fit, no one gives a shit', 'Better off if you just get over it', ""I'm going crazy"", 'Little tiny Hollywood baby', 'Brand new Mercedes', ""I've been at the crib going crazy"", 'Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh', 'Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh', ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby"", ""You'll never make it in Hollywood, baby (Baby)"", ""I'm going crazy"", 'Little tiny Hollywood baby', 'Brand new Mercedes', ""I've been at the crib going crazy"", 'Oh-oh, oh, woah-oh, oh-oh-oh-oh-woah-oh']"
Raw Raw,K.Flay,spotify:track:3sBofbRnJphNVu5SdBxzKQ,"[""\u200b\u200bit's hard to escape the wounds of the past"", ""\u200b\u200bevery time i say somethin' real, i wanna take it back"", ""\u200b\u200bsensitive, i'm peelin' back my skin"", '\u200b\u200byou got me raw, raw', '\u200b\u200bso emotional', '\u200b\u200braw, raw', '\u200b\u200boh, i feel exposed', '\u200b\u200bchainsaw', ""\u200b\u200bbuzzin' at my throat"", ""\u200b\u200bpressure buildin' up inside my chest"", '\u200b\u200byou pulled the stitches out again', ""\u200b\u200bi feel the feelings creepin' in"", '\u200b\u200byou got me raw, raw', '\u200b\u200braw, raw', '\u200b\u200braw', '\u200b\u200bi came up from the depths of hell with a golf club in my hand', '\u200b\u200byou disarmed me, no defense, \u200bmy armor turned to sand', ""\u200b\u200bi\u200bt's hard to escape the wounds of the past"", ""\u200b\u200bevery time i feel somethin' real, i wanna take it back"", ""\u200b\u200bsensitive, i'm peelin' back my skin"", '\u200b\u200byou got me raw, raw', '\u200b\u200bso emotional', '\u200b\u200braw, raw', '\u200b\u200boh, i feel exposed', '\u200b\u200bchainsaw', ""\u200b\u200bbuzzin' at my throat"", ""\u200b\u200bpressure buildin' up inside my chest"", '\u200b\u200byou pulled the stitches out again', ""\u200b\u200bi\u200b feel the feelings creepin' in"", '\u200b\u200byou got me raw, raw', '\u200b\u200braw, raw', '\u200b\u200bc\u200bhainsaw', '\u200b\u200braw, raw', '\u200b\u200bcold in your warm embrace', ""\u200b\u200bit's salt in my open veins"", ""\u200b\u200bcontrol, i'm relinquishin'"", ""\u200b\u200bsensitive, i'm peelin' back my skin"", '(raw, raw)', '(raw, raw)', '\u200b\u200byou got me raw, raw', '\u200b\u200bso emotional', '\u200b\u200braw, raw', '\u200b\u200boh, i feel exposed', '\u200b\u200bchainsaw', ""\u200b\u200bbuzzin' at my throat"", ""\u200b\u200bpressure buildin' up inside my chest"", '\u200b\u200byou pulled the stitches out again', ""\u200b\u200bi feel the feelings creepin' in""]"
Lost,Linkin Park,spotify:track:3RQHAFkEHiFHQ7qmMpKRdv,"['Even though it will always be', ""I pretend it isn't there (This is how I feel)"", ""I'm trapped in yesterday (Just a memory)"", 'Where the pain is all I know (This is all I know)', ""And I'll never break away (Can't break free)"", ""'Cause when I'm alone"", ""I'm lost in these memories"", 'Living behind my own illusion', 'Lost all my dignity', 'Living inside my own confusion', ""But I'm tired, I will always be afraid"", ""Of the damage I've received"", 'Broken promises they made', 'And how blindly I believed (This is all I know)', ""I will never break away (Can't break free)"", ""'Cause when I'm alone"", ""I'm lost in these memories"", 'Living behind my own illusion', 'Lost all my dignity', 'Living inside my own confusion', 'I try to keep this pain inside', 'But I will never be alright', 'I try to keep this pain inside', ""But I will never be alright (I'm lost)"", 'I try to keep this pain inside', ""But I will never be alright (I'm lost)"", 'I try to keep this pain inside', 'But I will never be alright', ""I'm lost in these memories"", 'Living behind my own illusion', 'Lost all my dignity']"
Calm Down,All Time Low,spotify:track:72zjYe2aysOkIR7l6KQIhR,"[""It's a sad, sad world"", ""Tell me that I'd ought to laugh about it"", ""Funny thing is I'm the one with\u205fthe\u205fcool\u205fhead"", ""Everything's fine if\u205fyou pretend"", 'Bless this\u205fmess, hallelujah', ""But I'm about to lose it (Two, three, four)"", ""Don't tell me to calm down, tell me to calm down"", ""It's freaking me out that you're not freaking out"", ""Don't tell me I'll be fine even if you're right"", ""It's freaking me out, don't tell me to calm down"", ""It's a mad, mad world, trying not to lose my shit about it (Calm down)"", 'In a bad, bad mood, maybe I should take a hit about it (Calm down)', 'Every other day I need a hug like a teddy bear', ""Now the room's on fire, need to get some air"", ""I'll bless this mess, hallelujah"", 'Thoughts and prayers, so what? Who cares?', ""Don't tell me to calm down, tell me to calm down"", ""It's freaking me out that you're not freaking out"", ""Don't tell me I'll be fine even if you're right"", ""It's freaking me out, don't tell me to calm down"", 'Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh', ""Don't tell me, don't tell me to calm down"", 'Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh', ""Don't tell me, don't tell me to calm down"", 'Drifting through this fever dream in microplastic submarines', 'Your body is not yours, it seems, what the fuck is happening?', ""Don't tell me to calm down, tell me to calm down"", ""It's freaking me out that you're not freaking out"", ""Don't tell me I'll be fine even if you're right"", ""It's freaking me out, don't tell me to calm down"", 'Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh', ""Don't tell me, don't tell me to calm down"", 'Oh-oh-oh-oh-oh-oh, oh-oh-oh-oh-oh-oh']"
ALL CAPS (feat. John the Ghost),Weathers,spotify:track:2N9j5SNc6cQMYpUeyXYlBV,"[""Yeah, I'm just trying to figure it out"", 'Saw you in a picture with him', 'But last night you stayed in my\u205fhouse', 'I\u205fcall,\u205fno answer', ""I know\u205fyou're out"", 'I saw\u205fyou with him', ""Don't know how"", 'You can say', '""Relax, I was gonna text back', 'My phone died, or I left it in the cab,"" and', 'Same shit, just a different thread', 'Might be better off if I left it on read, and', 'I love who we were last week', 'You see his name and forget about me, and', ""One ring and you don't call back"", ""Ask me where I'm at, so I wrote back in all caps"", 'Why you always fuck with my heart', ""And kick it while it's still on the ground?"", ""And how come every time you say you can't make it"", ""I can't help but think about you waking up to somebody else"", 'Somebody else', 'I call, no answer', ""I'm freaking out"", 'I saw you dancing', 'Hurts like hell', 'When you say', '""Relax, I was gonna text back', 'My phone died, or I left it in the cab,"" and', 'Same shit, just a different thread', 'Might be better off if I left it on read, and', 'I love who we were last week', 'You see his name and forget about me, and', ""One ring and you don't call back"", ""Ask me where I'm at, so I wrote back in all caps"", '(Why you always fuck with my head?', ""Yeah, I'm just trying to figure it out)"", 'I call, no answer', ""I know you're out"", 'I saw you with him', ""Don't know how"", 'You can say', '""Relax, I was gonna text back', 'My phone died, or I left it in the cab,"" and', 'Same shit, just a different thread', 'Might be better off if I left it on read, and', 'I love who we were last week', 'You see his name and forget about me, and', ""One ring and you don't call back"", ""Ask me where I'm at, so"", 'I wrote back in all caps', ""I'm just trying to figure all this out"", 'So I wrote, yeah, I wrote']"
GODDESS,PVRIS,spotify:track:2Yyf3awGJQnm70qSVoA9In,"[""Ooh, I don't know who your god is"", ""But I'm a goddess"", 'So hypnotic', ""I'll write you\u2005a\u2005sonnet"", 'You know I\u2005got it, so I flaunt it', 'Said\u2005you wanted iconic', ""I've been iconic since I started"", 'I keep climbing and clawing', 'This shit is so exhausting', 'Ooh, la-la-la', 'So divine and entertaining', 'Ooh, la-la-la', ""I'm on fire and you can't tame it"", 'Dance, goddess, dance', 'From Toledo to Japan', 'You got wings on command', 'You can fly like no one can', 'So come back from the dead', ""Keep 'em guessing Lazarus"", 'Is she a wo- or a man?', ""I'm a motherfucking brand"", ""I don't know who your god is"", ""But I'm a goddess"", 'So hypnotic', ""I'll write you a sonnet"", 'You know I got it, so I flaunt it', 'Said you wanted iconic', ""I've been iconic since I started"", 'I keep climbing and clawing', 'This shit is so exhausting', 'Ooh, la-la-la', 'So divine and entertaining', 'Ooh, la-la-la', ""I'm on fire and you can't tame it"", 'Ooh, la-la-la', 'Ooh, la-la-la', 'Dance, goddess, dance', ""It's hypnotic, it's a trance"", 'I said, dance, goddess, dance', ""It's your body, fuck the man"", 'Dance, goddess, dance', ""It's hypnotic, it's a trance"", 'I said, dance, goddess, dance', ""It's your body, fuck the man"", 'Dance, goddess, dance', ""It's hypnotic, it's a trance"", 'I said, dance, goddess, dance']"
Normalize,Mother Mother,spotify:track:6JPSFBLbPDHijTwrUtMhwA,"['I run around with my mouth loud', 'I make a sound like an ambulance', 'I\'m thinking, ""Oh, my god"", thinking, ""Oh, my lordy""', ""I'm a junkyard dog, not a wannabe pony"", ""I shake it like I'm made out of jelly"", ""I'm belly up in the underbelly"", 'Thinking, ""Oh, my ma-ma-ma, oh, my mommy""', ""I'm a newborn babe, but I'm already deadly"", ""I'm dead, deadly I die"", 'Yes, I die', 'Yes, I die', 'Every time I', 'Normalize, normalize', 'Every time', 'Normal, what is normal?', ""Normal, nothing's normal"", ""I'm bleeding out like a rainbow"", ""I paint pain  like I'm Frida Kahlo"", 'Thinking, ""Oh, god, no, it\'s another picasso!""', 'I put the mouth where the eyes and ears go', 'So broken, I die', 'Yes, I diе', 'Unalive', 'Every time I', 'Normalizе, normalize', 'Every time', 'Every time', ""I'm not normal, you're not normal"", ""It's abnormal to be normal"", ""We're not normal, they're not normal"", ""What is normal? Nothing's normal"", ""I'm not normal, you're not normal"", ""It's abnormal to be normal"", ""We're not normal, they're not normal"", ""What is normal? Nothing's normal"", ""Gay's not normal, Straight's not normal"", ""Praying to the lord's not normal"", ""It's abnormal to be normal"", ""What is normal? Nothing's normal"", ""What is normal? Nothing's normal"", ""What is normal? Nothing's normal"", ""What is normal? Nothing's normal"", ""What is normal? Nothing's normal"", 'Die', 'Every time I die', 'Every time (I die, I die, I die)', 'Every time I', 'Normalize, normalize', 'Every time', ""I'm not normal, you're not normal (Normalize)"", ""It's abnormal to be normal (Normalize)"", ""We're not normal, they're not normal (Every time)"", ""What is normal? Nothing's normal"", ""I'm not normal, you're not normal (I die)"", ""It's abnormal to be normal (I die)"", ""We're not normal, they're not normal (Every time)"", ""What is normal? Nothing's normal"", ""I'm not normal, you're not normal (I die)"", ""It's abnormal to be normal (I die)"", ""We're not normal, they're not normal (Every time)"", ""What is normal? Nothing's normal"", ""What is normal? Nothing's normal (I die)"", ""What is normal? Nothing's normal""]"
Golden,Barns Courtney,spotify:track:0woKDRMZzsFWeHppNQnGlS,"['Hotter than heathens', 'Beauty queen', 'Pray seven sisters keep', ""My piston's beating"", 'I could speak into your lips', 'Barely open trembling', 'Blood that flows beneath your skin', ""It's golden"", 'Holy hell Ophelia', 'Underneath the sleeping stars', 'Beauty rich as caviar', ""It's golden"", ""It's golden"", ""It's golden"", 'Buttercup', ""I'd love to shoot you up"", 'Start the ignition', 'Singing songs', ""But they're all dead and gone"", 'Just apparitions', 'I could speak into your lips', 'Screaming of your fingertips', ""Holy hell I'm jumping ship"", ""It's golden"", 'Hold mе close Ophelia', 'Undress undеr the stars', 'Beauty rich as caviar', ""It's golden"", ""It's golden"", ""It's golden"", '(Do it the hard way)', ""It's golden""]"
blame,The Maine,spotify:track:3UEjjwl3SaUPrXOltnUvmq,"['Play it like a politician', 'You can’t stop the twitching in your eye, right?', 'Artificial altruism', 'Looking for a fuss to give and', 'All you want is just another couple hundred likes', 'It’s easier if I’m to blame', 'Yeah, it’s easier if I’m to blame', 'It’s easier if I’m to blame', 'It’s easier if I’m the one you blame for everything', 'For every single memory in your brain', 'We both got stories, but they’re not the same', 'So make believe  eventually you can forget my name', 'But it’s easier if I’m the one you blame', 'We both got stories, but they’re not the same', 'Alcohol and ammunition', 'Melancholic disposition', 'Add it to the story in your mind, right?', 'Know-it-alls, they never listen', 'God forbid a poor decision', 'Now I know why I still regret you', 'Aerosol and tunnel vision', 'Prerecorded mannerisms', 'Couldn’t stop the twitching in my eye', 'I disregard the pessimism', 'Disappoint the algorithm', 'All we want is just another couple hundred likes', 'It’s easier if I’m to blame', 'Yeah, it’s easier to numb the pain', 'It’s easier if I’m to blame', 'It’s easier if I’m the one you blame for everything', 'For every single memory in your brain', 'We both got stories, but they’re not the same', 'So make believe eventually you can forget my name', 'But it’s easier if I’m the one you blame', '(If I could take it all back, I wouldn’t take it all back now)', 'We both got stories, but they’re not the same', '(If I could take it all back, I wouldn’t take it all back now)', 'Blame, blame, blame', 'Try to save some face', 'I can’t say I blame you now', '(Adderall and television, play it like a politician)', 'Bless your selfish ways', 'Only you can save you now', '(Alcohol and ammunition)', 'I won’t hold it against you', 'Won’t hold it against you', ""(It's easier to blame)"", 'I won’t hold it against you', 'Won’t hold it against you', 'It’s easier if I’m the one you blame for everything', 'For every single memory in your brain', 'We both got stories, but they’re not the same', 'So make believe eventually you can forget my name', 'But it’s easier if I’m the one you blame', 'Blame it all on me', 'Blame, blame, blame', 'If I could take it all back', 'I wouldn’t take it all back now']"
Lowlife,YUNGBLUD,spotify:track:2kDApipZtTzjwGfKujcg2z,"[""'Cause I'm a lowlife, lowlife"", ""I don't care if the people stare"", ""I'm gonna stay right here in my underwear"", ""'Cause I'm a lowlife, lowlife"", 'You know I get embarrassed most of the days', ""When I'm walkin' 'round Camden with a smirk on my face"", 'Put my hand in my pocket to find some change', 'Buy a bottle of gin to get the memories erased (Fuck, you know?)', ""'Cause you know what life is? It's extremely divisive"", ""It's a fraudulent razor for you to trim your sidеs with"", ""Young, dumb, livin' off mum"", ""That's a line from my friend that I thought I should bum"", ""Not all the words arе my own, but I don't want you to judge"", 'I thought inspiration was all about fun', ""Life's been eating me up, it's poisoned my cup"", ""And if I leave the house, I'll get hit by a truck"", ""I'm not gonna go out today"", ""I'm gonna sit right here and wish the world away"", ""'Cause I'm a lowlife, lowlife"", ""I don't care if the people stare"", ""I'm gonna stay right here in my underwear"", ""'Cause I'm a lowlife, lowlife"", ""In the world of normal people, I'm a monkey"", ""It's painted on their faces that they think that I'm a junkie"", 'In the way that I dress (Uh, yeah)', 'The people I bed (Uh)', 'The way I express (Ah, ah)', 'The things in my head (What)', ""I don't go to the bar (No)"", 'I sit in the dark', 'I smoke a cigar', 'I play the guitar (Bing, bing, bing, bing)', 'I stay in my house', 'I put on my sounds', 'The neighbours tell me to turn it down so (Quiet down)', ""I'm not gonna go out today"", ""I'm gonna sit right here and wish the world away"", ""'Cause I'm a lowlife, lowlife"", ""I don't care if the people stare"", ""I'm gonna stay right here in my underwear"", ""'Cause I'm a lowlife, lowlife"", 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la', 'Lowlife', 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la', 'Lowlife', 'People come, people go', 'People high, people low', 'People stay, people change', ""People lie, people don't"", ""I don't fulfill my potential 'cause everyone"", ""Around me's so self-referential (Wanker)"", 'Hypocritical, maybe, a petulant baby (What, what, what)', '(Shut up)', ""Shut up, you're driving me crazy"", ""Call me a lowlife, that shit don't faze me"", ""I'm alright on my own, I don't need you to save me"", ""I'm not gonna go out today"", ""I'm gonna sit right here and wish the world away"", ""'Cause I'm a lowlife, lowlife"", ""I don't care if the people stare"", ""I'm gonna stay right here in my underwear"", ""'Cause I'm a lowlife, lowlife"", 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la', 'Lowlife', 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la (La-la-la-la-la)', 'La-la-la-la-la', 'Lowlife', 'Hello, mum', ""Nah, I'm not comin' home for Sunday dinner"", ""I think I've had too much to drink"", 'I love you though', 'Lowlife']"
Lead Pipe,Movements,spotify:track:3tKtvdq8ljuxOsXvlhL0sc,"[""I'm staying low, staying low, turning pages"", ""I thought I killed you, now you're knocking at my door"", ""I'm gonna get right"", 'What will it take this time', 'To shut you up?', 'Love like a lead pipe', 'The cold and callous type', 'I hate your guts', ""And I'm never gonna"", 'Give you what you want me to give', ""You'll never play, won't let you play me again"", ""I know you'll try to cheat me if I let you in"", ""So I won't let you win"", 'Here we go, here we go, down a dead-end road', 'Another lesson in confession like I sold my soul', 'I wanna know, wanna know how that story goes', ""Cause if we're betting then I'm guessing that you're blowing smoke"", ""See Movements LiveGet tickets as low as $32You might also likeYou're going on and on and on"", ""Telling me all the things I'm not"", ""You're going on and on and on"", ""But by end of the night you'll be gone"", ""And I'm never gonna"", 'Give you what you want me to give', ""You'll never play, won't let you play me again"", ""I know you'll try to cheat me if I let you in"", ""So I won't let you win"", ""And I'm never gonna"", 'Give you what you want me to give', ""You'll never play, won't let you play me again"", ""I know you'll try to cheat me if I let you in"", ""So I won't let you win, I won't let you win"", ""I'm gonna get right"", 'What will it take this time', 'To shut you up?', ""I'm gonna get right"", ""I'm gonna get right"", 'Love like a lead pipe', 'Love like a-', ""And I'm never gonna"", 'Give you what you want me to give', ""You'll never play, won't let you play me again"", ""I know you'll try to cheat me if I let you in"", ""So I won't let you win"", ""And I'm never gonna"", 'Give you what you want me to give', ""You'll never play, won't let you play me again"", ""I know you'll try to cheat me if I let you in""]"
Nobody,Avenged Sevenfold,spotify:track:4Rs2N7ewIjanXUNYtMKK3j,"[""Pirouette with divinity in a dance we've shared before"", '""Someone dissolution""', 'This is ""I am all"" as ""I am none""', 'Here we fly so high, no, I, no coming down', ""Shedding weight as I'm coming undone"", ""All that's left converging as one"", 'I am the sun', 'I am the sun', ""I'm a God, I'm awake, I'm the one in everything"", ""I'm alive, I'm the dead, I'm a man without a head"", ""(I'm a God, I'm awake, I'm the one in everything)"", 'I walk with death in final exhalation', 'And come apart through violent separation', 'A thousand floors ascend into the ether', 'A lunatic enchanted by the reaper', ""(I'm alive, I'm the dead, I'm a man without a head)"", 'And down below I leave a stranger laying lifeless as the light begins to shatter the skies', 'I ascend and leave behind the ""used to be""', 'And tear the fabric worn to cover my eyes and see', 'I see', 'Nobody', 'Breathe in the silence, ebb and flow among the waves', 'Blur on the spectrum in light come dark in equal phase', 'All I ever was, has been and always will be', 'Here I end as I started again beyond death and borne on the wind', 'I am the sun', 'I am the sun', ""I'm a God, I'm awake, I'm the one in everything"", ""I'm alive, I'm the dead, I'm a man without a head"", 'A crack in the darkness', 'A tear in the sky', ""(I'm the one in everything)"", 'A narrow moment when we find ourselves', 'And all we occupy', 'Return to the boundless', 'Immerse in the free', ""(I'm a man without a head)"", 'Letting go as you lose your name', 'And all you’ve known to be', 'Nobody', 'Nobody', 'Nobody']"
The Summoning,Sleep Token,spotify:track:0S38Oso3I9vpDXcTb7kYt9,"['Something you say or something you do', 'The taste of the divine', ""You've got my body, flesh and bone, yeah"", 'The sky above, the Earth below', 'Raise me up again', 'Take me past the edge', 'I want to see the other side', 'See the other side', ""You've got my body, flesh and bone"", 'The sky above, the Earth below', 'Raise me up again', 'Takе me past the edgе', 'I want to see the other side', ""Won't you show me what it's like?"", ""Won't you show me what it's like?"", 'Oh, and my love', 'Did I mistake you for a sign from God', 'Or are you really here to cast me off?', 'Or maybe just to turn me on', ""'Cause these days"", 'I would be lying if I told you that', ""I didn't wish that I could be your man"", 'Or maybe make a good girl bad', ""I've got a river running right into you"", ""I've got a blood trail, red in the blue"", 'Something you say or something you do', 'The taste of the divine', ""You've got my body, flesh and bone"", 'The sky above, the Earth below', 'Nothing to say and nowhere to go']"
Meeting The Master,Greta Van Fleet,spotify:track:6RuNa2kdO6HFq7QznOfl7C,"['Final day to meet the master', ""It's my time to go home"", ""And I'm taken, woah"", 'By the madness', 'And the tripping', 'And the touching', 'What a day to travel faster', 'Take my trip around the sun', 'I have known no other master', 'He has been the only one', 'Ooh, he was the only one', 'Ooh, the only one', ""And I'm taken"", 'By the madness', 'And the tripping', 'And the touching', 'Ooh, hey', 'Ooh', 'Ooh, hey', 'Ooh', 'Oh yeah', 'La-la-la-la', 'Ram, ram, ram, ram, ram', 'Ram, ram, ram, ram, ram', 'Ram, ram, ram', 'Blow it up to give him', 'All of our love, all of our love', 'Blow it up to give him', 'All of our love, all of our love', 'Blow it up to give him', 'All of our lovе, all of our love', 'All of our love, all of our love']"
